"age_x","age_y","credit_history","kids","household_income","outstanding_loan_amount","property_value","property_size","annual_interest_rate","monthly_payment","n","Default"
40,NA,1,2,6492,111568,168863,32.43,4.83,1964,65,TRUE
30,NA,0,2,4871,134600,611674,96.16,4.83,983,200,FALSE
42,NA,0,1,3493,35590,152174,28.38,5.03,1064,37,FALSE
36,36,1,3,7462,267561,309096,45.86,4.36,1743,225,TRUE
30,NA,0,2,5331,97168,347951,68.4,4.68,1278,91,FALSE
35,NA,0,1,2645,29983,232458,31.46,4.58,1164,28,TRUE
40,42,1,1,10179,172716,469750,61.55,5.25,2890,70,FALSE
37,35,1,1,10966,348767,630556,98.08,4.15,2864,159,FALSE
31,25,1,2,9479,282380,438081,53.12,5.05,2874,128,FALSE
33,33,1,2,4764,40288,309537,52.75,4.36,786,57,FALSE
30,31,1,1,10249,238788,811870,115.75,5.04,2376,131,FALSE
34,37,1,3,7597,234030,499296,80.74,5.28,2266,139,FALSE
30,NA,0,2,7244,102729,224172,32.02,5.3,2317,50,FALSE
33,27,0,1,4772,36253,303006,38.57,4.55,1129,35,FALSE
29,28,0,2,4745,26576,302346,42.01,5.19,1054,27,FALSE
36,NA,1,0,8336,118519,627256,104.23,4.28,2610,50,FALSE
35,NA,1,0,5577,133775,379483,51.75,4.95,1280,138,FALSE
31,30,0,1,3969,130896,229983,42.55,4.95,933,210,TRUE
24,24,1,2,4466,132520,430485,66.31,4.56,1332,126,TRUE
42,40,1,2,5713,226505,396995,47.71,4.45,2303,123,TRUE
33,26,0,3,4335,86828,300068,34.57,4.52,1008,105,FALSE
34,36,0,2,4661,94032,268113,49.15,4.72,1349,82,FALSE
32,29,1,2,8528,244028,520436,88.6,4.31,2243,139,FALSE
34,33,1,2,5236,68436,323907,41.32,5.22,1777,43,TRUE
38,32,1,1,7632,160846,361894,62.72,5.3,1760,118,FALSE
36,36,1,2,8806,140309,680171,121.96,4.28,1996,82,FALSE
35,36,1,2,10222,131206,508202,74.19,4.84,1715,92,FALSE
38,NA,1,1,7369,221738,527329,111.04,4.69,2841,94,FALSE
42,43,0,2,8301,107377,398903,59.52,4.4,992,139,FALSE
28,NA,1,1,4887,23358,179360,29.36,4.27,920,27,FALSE
37,39,1,2,7634,73847,612588,85.2,4.26,1522,54,FALSE
33,31,1,2,10333,388326,670185,112.24,4.82,3237,165,FALSE
35,33,1,1,11663,61236,411581,74.67,5.3,2942,22,FALSE
40,36,1,2,5982,114208,189634,28.65,4.89,1818,73,FALSE
29,NA,0,0,5104,107937,292309,35.44,4.59,1204,110,FALSE
34,33,0,3,6568,41424,800483,75.66,5.24,1546,29,FALSE
27,27,1,2,7898,309459,412163,57.88,4.52,2138,210,FALSE
34,33,0,2,4576,42935,362101,53.86,4.72,1479,31,FALSE
44,36,1,2,13277,64663,632821,91.66,4.98,2968,23,FALSE
35,26,1,2,9961,425033,864993,123.96,5.43,2869,246,TRUE
26,NA,1,0,5636,59569,274293,56.99,4.44,1072,63,FALSE
33,33,1,1,8580,311479,1034884,118.07,4.66,2384,183,FALSE
33,33,1,2,9688,383345,801417,121.06,5.36,2912,199,FALSE
37,37,1,2,6764,114194,274461,44.92,4.55,1449,94,FALSE
27,23,1,1,8031,156015,704304,109.33,4.2,2716,65,FALSE
27,NA,0,2,2827,92139,278950,48.64,5.58,956,129,TRUE
35,31,1,3,9513,294608,914542,102.85,4.33,3823,91,FALSE
37,35,1,2,6001,141883,236870,51.46,5.13,826,311,FALSE
34,NA,0,1,3903,203401,500305,74.55,4.38,1023,356,FALSE
32,27,1,2,11708,71132,668555,88.88,4.69,2958,26,FALSE
31,24,1,2,5360,40987,213201,25.69,4.84,1616,27,FALSE
36,35,0,3,9420,414695,888837,118.48,4.84,2742,234,FALSE
37,31,0,3,7196,293436,680365,80.09,4.19,1482,338,FALSE
34,NA,1,2,2820,37214,189504,31.23,5.35,402,120,FALSE
34,36,1,2,8919,187487,465328,61.47,4.86,2197,105,FALSE
34,30,1,3,7358,56629,161112,26.63,5.5,2121,29,FALSE
33,23,1,2,16698,423719,973152,126.63,4.87,5059,103,FALSE
32,NA,0,1,3680,149549,310917,47.13,4.14,1271,152,TRUE
33,NA,1,0,2489,81820,268598,33.82,5.16,975,105,TRUE
27,27,0,0,3991,156553,205113,30.04,4.78,1520,133,TRUE
30,31,1,2,6435,128016,307823,47.94,4.83,1923,78,FALSE
32,NA,1,1,6166,134946,459684,66.39,4.32,1010,183,FALSE
37,31,0,2,3822,64384,309314,54.95,4.53,727,109,FALSE
44,50,1,2,15781,303082,1149841,183.71,5.16,3610,105,FALSE
30,30,0,3,4879,265446,518050,89.83,4.27,1409,313,TRUE
41,NA,0,1,4615,219039,312599,36.85,4.75,1210,320,FALSE
30,NA,0,2,2038,62646,337712,43.91,4.35,388,244,FALSE
27,NA,0,1,2439,197306,287112,37.59,4.95,1136,307,TRUE
39,38,0,1,6554,91886,153879,27.12,4.33,1298,82,FALSE
33,27,0,1,6258,95028,478168,89.78,4.95,1945,55,FALSE
40,NA,1,2,3787,37358,278134,34.38,4.71,1048,39,FALSE
34,34,1,3,5858,177966,325553,50.82,5.28,1587,155,TRUE
28,23,0,2,3942,43464,145839,26.23,4.52,747,66,FALSE
41,NA,1,1,7723,148013,331885,49.87,4.69,1484,127,FALSE
37,28,1,2,7255,215568,522111,85.41,4.82,1237,301,FALSE
34,31,1,3,8679,281057,318844,50.53,4.41,2455,149,TRUE
48,49,1,2,9646,69719,505792,62.98,4.74,3346,22,FALSE
39,NA,1,0,13295,269922,865889,153.69,4.93,3234,103,FALSE
34,29,0,3,3318,297677,598257,107.33,4.98,1631,343,TRUE
33,30,1,2,11178,220648,330996,47.07,4.17,2585,102,FALSE
39,NA,0,1,2460,125519,182624,38.15,4.87,749,282,TRUE
41,38,0,2,8825,277399,680698,95.55,4.45,2356,156,TRUE
36,NA,0,1,7037,125612,251914,41.25,4.7,2349,61,TRUE
35,34,1,1,5851,122556,250027,38.65,4.42,1361,110,FALSE
38,35,1,2,9822,172168,495829,104.76,4.16,2667,74,FALSE
40,38,1,2,13320,112257,713475,90.6,4.92,3683,33,FALSE
39,35,0,2,8564,112458,521183,119.51,4.63,2399,52,FALSE
39,35,1,2,8857,294078,889411,195.69,5.64,2113,227,FALSE
31,29,1,3,5685,154243,368118,62.98,5.01,1615,123,FALSE
39,37,0,3,7589,168244,669271,74.38,4.83,2701,72,TRUE
36,38,0,1,6787,90575,428398,57.48,4.69,1431,73,FALSE
34,NA,1,0,10766,270403,463985,80.89,5.18,3271,103,FALSE
35,34,1,1,7006,148737,921388,106.84,4.5,2553,66,FALSE
35,NA,1,3,10834,109661,825670,124.95,4.67,3186,38,FALSE
37,39,1,1,9194,253913,382451,54.31,5.21,2136,168,FALSE
32,32,1,3,4232,120284,275408,41.02,4.7,945,177,FALSE
39,NA,0,1,2653,138906,199311,30.72,4.93,898,247,TRUE
37,35,0,1,5233,185937,392273,51.84,4.41,999,315,FALSE
34,30,1,2,8335,119367,457828,52.02,4.91,1929,72,FALSE
23,15,1,2,2418,54552,229030,25.59,4.04,728,87,FALSE
28,30,1,3,6832,88419,424821,60.68,4.54,1246,83,FALSE
36,37,1,3,7692,104640,292572,33.89,4.63,1593,76,FALSE
49,47,1,2,12778,67251,1026755,139.41,4.26,3727,19,FALSE
43,41,0,3,6330,49423,216264,36.63,5.17,1843,29,TRUE
36,37,1,3,9189,108926,732100,124.19,4.3,3128,38,TRUE
37,NA,1,2,5108,114907,269759,38.08,5.07,952,170,FALSE
33,NA,0,2,2524,85691,147514,26.56,4.93,832,135,TRUE
40,NA,0,1,7159,31823,329976,56.59,5.06,1300,26,FALSE
39,35,0,2,5563,102340,274085,46.4,4.6,1129,112,FALSE
44,39,1,3,8271,131149,374135,48.83,4.76,1558,103,FALSE
33,29,1,3,9833,403424,890517,123.58,5.34,2271,353,FALSE
37,31,0,2,8342,287448,495962,86,4.82,2006,214,FALSE
38,39,1,2,6252,75889,209736,34.57,4.26,1594,53,FALSE
36,30,0,2,5573,107470,344954,46.99,5.18,1284,105,TRUE
39,41,1,3,12169,281645,813490,120.09,4.25,2789,126,FALSE
32,NA,1,0,3936,43633,200384,31.13,5.8,685,77,FALSE
46,NA,1,2,10651,131361,385994,56.21,5.07,3313,44,FALSE
35,37,1,2,10452,406378,802222,93.51,4.94,3221,179,FALSE
34,31,0,1,4792,104637,181060,30.42,5.23,1086,126,FALSE
30,30,1,2,10209,100956,906518,144.35,4.38,1687,68,FALSE
37,37,0,3,5907,170592,578291,93.97,4.91,1363,176,TRUE
36,NA,0,1,4514,133509,412678,64.26,4.23,1078,164,FALSE
25,19,0,2,3144,43653,220868,36.06,4.87,534,100,FALSE
33,35,1,3,6663,71146,184628,43.73,5.29,1770,45,TRUE
38,41,1,3,17854,514886,1031556,138.65,4.83,5017,133,FALSE
30,31,1,1,6391,42252,351166,60.4,4.81,1480,31,FALSE
30,22,0,1,7360,138475,302080,52.49,4.52,1537,111,FALSE
31,25,0,1,7567,202226,251281,47.18,4.56,1628,169,FALSE
24,NA,0,0,5650,164909,262897,39.48,4.61,1521,141,FALSE
35,38,1,2,7739,137601,256323,38.28,4.63,1102,171,FALSE
34,31,0,3,7693,351713,559987,97.22,4.85,1959,321,TRUE
33,33,0,3,6710,175718,549870,65.57,4.95,1537,155,FALSE
35,33,0,2,9890,75292,374005,73.71,4.06,1903,43,FALSE
34,30,1,3,10278,231617,689806,91.22,4.39,2851,97,FALSE
31,30,1,1,7709,134109,426132,57,4.91,2239,69,FALSE
44,46,1,1,7983,131437,349870,59.3,4.6,1995,77,FALSE
35,34,0,2,2640,76553,345356,56.98,4.18,851,109,TRUE
33,NA,0,1,3235,146252,193769,28.99,5.44,922,281,TRUE
31,32,0,1,8810,253815,663819,132.95,5.26,2502,135,FALSE
38,NA,1,2,4370,91893,309549,43.97,4.37,1536,68,TRUE
36,35,0,2,7483,221406,413303,65.51,5.39,1387,282,FALSE
33,NA,0,2,3453,90106,383804,58.48,4.53,594,226,FALSE
29,26,1,2,7072,102013,241152,48.24,5.16,1365,91,FALSE
31,32,1,1,7043,169121,368836,51.05,5.63,1909,115,TRUE
31,31,1,3,6644,111522,457081,65.26,4.25,1323,101,FALSE
34,NA,0,1,3280,22435,368359,44.72,4.3,803,30,FALSE
32,NA,1,1,4512,61211,223404,31.43,4.25,1074,64,FALSE
28,24,1,2,5261,121577,263040,42.57,4.8,1103,146,FALSE
40,41,1,3,10187,148397,870248,96.16,5.19,2752,62,FALSE
35,NA,0,1,4004,32190,208744,38.8,4.74,1357,25,FALSE
29,NA,1,0,2110,106853,563939,70.74,4.37,653,250,FALSE
25,NA,1,1,5937,198405,364463,46.78,5.76,1662,178,FALSE
31,NA,1,2,3719,72095,176747,27.28,4.62,999,85,FALSE
32,29,0,3,5399,154044,255462,38.26,4.27,1002,223,TRUE
39,38,1,2,7431,34938,188332,34.55,5.29,1260,30,FALSE
36,NA,1,3,5452,34062,272572,41.05,4.79,1150,32,FALSE
33,33,1,2,9724,88820,687665,92.02,4.59,3000,32,FALSE
33,NA,0,2,5181,129384,272208,35.49,4.82,1029,176,FALSE
34,NA,1,1,3620,71269,256674,39.85,5.15,811,111,FALSE
35,33,1,2,9076,207910,435366,60.25,5.33,2004,140,FALSE
32,33,1,2,8078,234280,376693,70.2,4.74,1988,159,FALSE
39,38,1,0,13506,68171,436907,65.21,4.59,2951,25,FALSE
33,32,1,3,11068,160461,814496,113.82,4.52,2289,82,FALSE
37,40,1,1,16853,284043,1004408,145.82,5.36,5173,64,FALSE
43,40,1,2,10348,226685,375657,50.84,4.59,2863,95,FALSE
38,33,1,2,9458,65615,230823,42.88,5.09,1975,36,FALSE
32,31,1,2,5255,141101,214466,48.82,4.55,1396,128,FALSE
33,33,1,2,12378,314658,660017,98.29,4.44,2807,146,FALSE
42,39,0,1,12165,219102,784931,164.04,5.33,3487,74,FALSE
30,NA,1,1,4347,58583,174634,32.49,5.13,649,115,FALSE
34,35,1,1,5740,261095,437673,47.76,4.02,1479,268,TRUE
39,39,1,2,11698,466521,779517,146.94,4.94,2994,250,FALSE
34,36,1,3,7761,125816,801259,120.89,5.26,1408,114,FALSE
34,NA,0,0,3991,86237,201380,29.79,5.13,759,156,FALSE
42,NA,0,1,3828,53104,533609,90.92,5.39,1317,45,FALSE
37,NA,1,1,5491,60377,207051,35.68,5.55,785,96,FALSE
38,39,1,2,8936,377377,616450,88.8,4.54,2490,226,TRUE
39,38,0,1,5334,57784,258304,33.73,4.32,1233,52,FALSE
39,NA,1,0,5048,138261,299790,46.15,4.9,1344,134,FALSE
37,34,1,1,8324,252722,730747,122.98,4.97,2017,178,FALSE
35,NA,1,2,4857,103540,435798,69.75,5.1,1316,96,FALSE
36,28,0,2,6389,279678,532239,58.52,4.83,1687,274,TRUE
40,40,1,2,8913,151176,626892,108.93,5.08,2326,77,FALSE
39,36,1,2,12116,331078,1304659,187.91,4.76,2039,261,FALSE
23,NA,0,0,3605,93981,236860,29.53,4.62,1660,64,TRUE
34,34,1,2,10063,82409,583404,73.2,4.5,2126,42,FALSE
33,NA,1,0,6730,96120,310915,47.03,4.51,1380,81,FALSE
36,34,0,2,7232,25707,221198,38.21,4.79,2229,12,FALSE
30,31,0,2,4760,51136,217433,26.14,5,1464,38,FALSE
30,27,0,2,6296,146709,362893,60.97,4.32,2018,85,TRUE
34,NA,1,2,3593,60271,292735,45.64,5.56,945,76,FALSE
41,42,1,2,8579,199148,560150,88.06,4.93,2123,119,FALSE
37,35,0,2,9785,291264,509473,80.6,4.34,3187,112,TRUE
43,41,1,2,15549,291695,782435,157.4,4.83,3477,103,FALSE
34,34,1,1,9015,74243,193389,26.24,5.8,1567,54,FALSE
41,41,1,3,10763,122724,606914,82.81,4.84,1753,83,FALSE
32,32,0,2,8974,232988,427298,54.15,4.98,1668,210,FALSE
42,NA,1,2,5043,156589,209307,37.49,4.7,1166,191,TRUE
39,35,1,3,6505,299372,682517,73.46,4.91,1763,291,TRUE
35,36,1,2,10054,143714,318005,47.07,5.01,1948,89,FALSE
34,37,1,2,9729,168070,785823,116.47,4.2,2637,73,FALSE
35,NA,1,1,5404,87508,344766,75.59,4.77,1569,64,FALSE
28,NA,1,0,3521,146292,326939,47.84,4.39,1095,184,FALSE
33,33,1,3,12243,150605,406035,70.37,4.8,3179,53,FALSE
36,31,1,3,8155,174799,359073,70.2,4.58,1568,146,FALSE
32,NA,0,2,4826,188171,415045,68.91,4.51,1583,158,TRUE
38,37,1,2,12861,70218,503712,77.15,4.68,3161,24,FALSE
29,27,0,3,2958,87901,212758,30.14,5.16,1037,106,TRUE
37,41,1,2,5989,235094,599770,77.29,4.88,1405,282,TRUE
41,43,1,1,12241,176440,898330,144.31,5.71,2631,81,FALSE
41,40,1,3,8702,312341,564934,81.52,4.94,2224,211,TRUE
43,44,1,3,20665,562554,1661166,297.7,4.48,5140,141,FALSE
40,38,0,2,8673,180791,809999,105.4,4.3,2340,91,FALSE
38,34,0,2,4522,16107,178202,29.95,4.71,1036,17,FALSE
21,NA,1,1,3530,86647,176600,27.09,5.26,751,162,FALSE
32,28,0,1,6641,364213,734651,97.68,4.25,2126,264,TRUE
30,32,1,1,7834,184510,491164,79.89,5.35,1941,124,FALSE
38,35,1,3,10959,138874,702481,90.27,4.22,2400,65,FALSE
32,NA,1,0,3584,64109,298001,47.46,4.38,944,79,FALSE
43,NA,1,2,4339,87291,381087,63.93,4.19,1041,100,FALSE
34,36,1,1,6194,316168,470656,68.31,4.77,2346,194,TRUE
40,43,1,2,12484,354843,916701,118.59,4.94,4066,109,FALSE
35,36,1,2,7118,112507,286552,32.5,4.45,2347,53,FALSE
37,NA,1,2,5815,30838,300704,41.62,4.48,1251,26,FALSE
31,32,1,2,12157,358864,1100074,173.24,4.77,2195,265,FALSE
20,18,1,1,9372,94446,437067,69.2,5.16,2076,51,FALSE
38,37,1,2,8588,91661,651200,88,5.23,1942,53,FALSE
34,32,1,1,11407,112188,642421,94.1,4.31,3354,36,FALSE
31,NA,1,0,4575,224181,343199,51.64,5.26,1282,333,FALSE
44,41,1,3,9346,375003,1437696,186.52,5.39,3528,145,TRUE
33,NA,0,1,6604,266414,326394,59.55,4.9,2192,169,TRUE
33,25,1,1,6714,113170,420168,73.2,5.38,2055,64,TRUE
35,NA,1,1,2116,44303,157223,25.69,4.42,782,64,FALSE
38,NA,1,1,6400,209651,278544,54.81,4.21,1703,162,TRUE
39,NA,0,1,4538,75669,394692,51.04,4.19,709,134,FALSE
38,NA,0,2,2188,77200,159031,25.8,4.23,724,134,TRUE
31,NA,1,0,4757,48762,193263,27.7,4.57,1324,40,FALSE
30,NA,0,0,2134,13045,322023,47.1,4.33,642,22,FALSE
42,38,0,3,9885,397347,816601,83.14,5.32,2753,231,FALSE
39,36,1,2,13415,344779,694429,129.1,4.45,3449,126,FALSE
31,29,0,2,7327,135954,329305,67.8,4.72,1435,119,FALSE
46,49,1,3,5848,233812,412926,51.96,4.33,1739,185,TRUE
36,NA,0,1,4053,44041,315485,49.21,4.44,1011,48,FALSE
29,25,1,1,5536,33552,373897,61.74,4.75,1496,24,TRUE
34,26,1,2,8757,220406,746766,98.57,5.59,1762,189,FALSE
37,34,1,1,10806,113442,691427,117.39,4.82,3123,40,FALSE
38,40,1,1,15920,348276,771972,127.81,4.41,4522,91,FALSE
21,21,0,2,4644,64694,185575,27.86,4.49,672,120,FALSE
39,36,1,3,13789,392907,773070,118.66,4.69,3137,173,FALSE
37,NA,1,0,5466,100918,608682,63.22,4.41,1655,70,FALSE
42,NA,0,2,2534,73668,288855,36.99,4.71,968,91,FALSE
44,42,1,3,12343,196006,957221,157.36,5.56,3363,69,FALSE
31,NA,0,2,2657,59919,571729,72.49,4.35,644,114,FALSE
38,38,1,1,6885,206404,510169,70.03,4.34,1868,142,FALSE
30,28,0,3,4137,73315,277490,46.31,5.39,1185,73,TRUE
31,NA,0,3,5472,44347,373638,48.23,5.03,975,51,FALSE
31,31,1,2,6239,114861,541612,109.24,4.76,1025,149,FALSE
44,49,1,2,11453,210801,698340,82.83,4.49,3038,81,FALSE
35,NA,1,0,4987,60021,407177,43.46,4.72,1277,53,FALSE
40,NA,0,1,3386,24348,301674,36.7,5.08,889,30,FALSE
36,34,1,3,12490,227362,696280,143.8,5.21,2820,100,FALSE
39,38,1,1,8224,156249,754677,100.57,4.6,1972,95,FALSE
37,38,1,1,8265,52421,368658,60.14,5.41,2438,23,FALSE
39,39,1,3,8481,259046,468748,73.97,4.66,1589,259,TRUE
29,32,0,2,4491,166489,211037,35.32,4.27,1254,181,TRUE
34,31,1,1,8330,72125,341589,61.47,4.73,1630,49,FALSE
32,NA,1,1,11101,179614,503374,90.6,4.83,3535,57,FALSE
43,40,1,3,11641,303073,689836,156.39,4.08,2664,145,FALSE
37,NA,1,0,4868,199740,668874,85.37,4.83,1438,204,FALSE
40,40,1,2,8749,210383,982107,149.94,4.18,1959,135,FALSE
37,31,0,1,7773,128545,603483,62.44,5.18,1920,80,FALSE
39,36,0,3,5110,290405,644137,66.14,4.47,1565,317,TRUE
33,NA,0,2,2657,54297,181765,27.19,4.91,585,117,FALSE
24,NA,0,1,4293,94153,780112,88.75,5.19,852,151,FALSE
39,NA,1,2,7213,135898,201801,29.46,5.45,1956,84,FALSE
40,NA,1,1,5001,306719,413556,58.19,4.51,1577,351,FALSE
35,30,1,2,9288,79748,343963,62.38,4.78,2163,40,FALSE
36,NA,0,1,5100,80498,400783,65.02,4.28,868,113,FALSE
42,NA,0,1,4688,262033,596052,107.61,5.39,1517,334,TRUE
29,28,0,2,9941,405556,688445,79.25,5.26,3056,200,TRUE
41,NA,1,1,5090,107661,214668,31.17,4.78,1376,94,FALSE
34,30,1,1,9889,173406,509832,88.13,4.09,3162,61,FALSE
31,26,1,1,10032,224407,418487,54.59,5.14,2525,113,FALSE
38,NA,0,2,4398,75376,230724,29,5.27,1221,73,FALSE
29,28,1,2,5928,213914,341766,54.7,4.6,1576,193,TRUE
38,39,1,1,9935,140839,758762,112.16,4.78,3321,47,FALSE
29,NA,0,0,3975,93355,208676,30.3,4.83,1125,102,FALSE
32,31,1,0,8267,366100,565633,87.6,4.52,2369,233,FALSE
29,28,0,1,7412,274715,531944,100.31,5.07,1705,271,FALSE
31,32,1,2,10054,226513,450151,79.97,5.13,2456,118,FALSE
27,25,1,0,8954,164676,331710,58.41,4.23,2648,71,FALSE
38,35,1,2,11929,267386,846359,151.65,4.49,3394,94,FALSE
38,NA,0,2,4321,232262,752077,96.78,4.42,1359,271,TRUE
33,26,0,2,3850,102916,269048,45.34,5.35,812,188,FALSE
43,NA,1,1,5570,174220,489420,66.38,5.16,1097,268,FALSE
34,NA,0,0,2135,113020,370126,60.34,4.95,949,165,TRUE
41,NA,1,2,9910,105827,592796,72.09,4.77,2389,49,FALSE
34,36,0,1,8475,245456,509007,63.27,4.16,1809,184,FALSE
30,21,1,2,9465,42522,1004182,166.78,4.48,3012,15,FALSE
44,36,1,2,8343,50268,187380,45.25,4.98,1039,55,FALSE
38,29,1,3,10425,467800,773476,114.64,4.23,2915,238,TRUE
34,30,0,1,2926,116400,192725,28.09,4.13,1001,149,TRUE
41,37,1,1,9076,62568,614264,107.37,4.9,2497,27,FALSE
38,NA,0,1,2613,33347,227628,26.62,5.03,183,346,FALSE
34,34,1,3,14610,304253,808535,109.93,4.8,3750,99,FALSE
29,NA,0,1,3062,62775,277573,35.6,4.42,840,88,FALSE
41,NA,0,1,4006,131301,377200,53.39,4.23,959,188,TRUE
41,NA,1,1,2781,25636,159345,30.52,5.06,880,32,FALSE
36,34,0,3,9035,124488,427339,68.44,4.81,1878,78,FALSE
39,NA,1,1,6328,73951,232087,36.81,4.49,1738,47,FALSE
21,17,1,0,6845,72976,192131,33.56,4.59,1389,59,FALSE
37,43,1,3,7842,252453,486910,104.42,5.46,2440,141,TRUE
33,36,1,2,5794,74318,557615,66.17,4.68,1560,53,FALSE
39,34,1,2,11867,219717,766892,106.75,4.32,3730,67,TRUE
44,42,1,3,15081,629668,1175730,153.05,4.77,4241,225,FALSE
39,37,1,3,7146,351621,373974,66.19,5.02,1977,327,TRUE
39,NA,0,1,7070,221598,503687,91.38,5.42,2385,121,FALSE
37,37,0,1,5828,58356,386137,60.58,4.52,1326,49,FALSE
38,31,1,2,14359,441811,897640,157.26,4.92,3255,199,FALSE
39,31,0,2,5953,281360,380489,44.13,4.6,2013,201,TRUE
38,32,1,2,14125,233236,592336,112.1,4.73,2837,100,FALSE
28,24,1,2,6185,205417,619638,97.92,4.92,1259,271,TRUE
25,NA,0,0,6116,33814,209446,43.68,5.04,1560,23,FALSE
40,39,1,3,6920,121317,315728,65.64,5.01,1787,80,TRUE
34,31,1,2,10708,49037,579650,80.04,4.94,3021,17,FALSE
30,NA,0,0,3899,116619,301164,38.72,4.62,695,271,FALSE
30,28,1,1,8109,129202,697141,83.48,4.77,1930,78,FALSE
35,33,1,1,6416,109321,606173,89.87,4.24,1434,89,FALSE
34,33,1,2,8714,143125,464597,68.87,4.92,1858,93,FALSE
39,33,0,2,7148,197810,310955,48.24,4.56,1637,163,TRUE
42,39,1,2,15229,431903,1238373,186.53,4.83,3329,184,FALSE
37,38,1,2,9101,277801,557151,92.32,5.44,2013,218,FALSE
29,NA,1,1,3172,45303,299607,45.21,5,701,76,FALSE
35,32,1,3,8575,299694,678761,87.11,4.62,2624,151,FALSE
47,NA,1,1,9128,192514,473505,105.06,5.57,2684,88,FALSE
35,30,1,2,8197,452259,656643,116.55,4.38,2272,356,TRUE
38,38,1,3,16540,482285,1073805,240.44,4.64,3715,181,FALSE
29,27,0,1,4257,118985,197624,27.69,4.83,704,284,FALSE
26,NA,1,0,2465,67853,208654,30.31,4.55,680,126,FALSE
29,28,1,1,9389,291214,557164,95.98,4.71,3177,114,FALSE
30,27,1,1,7620,295933,555453,96.87,4.73,1623,323,FALSE
38,36,0,1,8617,366409,603298,83.34,4.58,2600,203,TRUE
35,39,1,2,10033,190190,464532,82.32,4.98,1865,133,FALSE
33,NA,1,1,2747,126239,313289,43.44,5.13,996,183,TRUE
42,NA,1,0,4249,29235,140152,25.18,4.71,1185,26,FALSE
26,21,0,0,2693,146512,227569,45.89,5.31,829,346,TRUE
35,35,1,3,9277,323474,496281,84.03,5.05,2400,200,FALSE
34,NA,0,0,5540,244329,662957,93.89,5.49,1764,221,FALSE
41,33,1,3,12355,194013,541732,92.1,4.85,2919,78,FALSE
44,44,1,1,13247,414993,807380,132.64,4.94,2555,269,FALSE
33,29,1,1,4807,102298,249214,50.53,4.43,822,167,FALSE
35,33,1,1,4500,89455,198890,33.5,4.98,1051,106,FALSE
35,30,1,2,6395,98713,335431,64.73,5.11,1724,66,FALSE
34,34,1,1,4977,86469,519178,72.99,4.97,1030,104,FALSE
34,30,0,2,9150,107533,1066311,199.05,4.42,2314,52,FALSE
31,25,1,2,6838,113663,563917,78.3,5.26,1869,71,FALSE
33,34,1,2,6067,295544,463281,51.39,5.02,1713,307,TRUE
38,37,0,2,4917,61130,189026,34.85,4.36,818,88,FALSE
35,32,1,2,5144,65863,621427,96.42,4.52,1330,55,FALSE
30,21,1,1,8139,83312,173940,29.82,4.57,2603,35,FALSE
41,NA,0,1,2846,83055,248286,37.03,4.48,1331,72,TRUE
38,36,0,2,7353,110122,582484,77.14,4.6,2128,58,FALSE
33,34,1,1,5361,142938,239670,27.73,4.46,1824,93,TRUE
44,46,1,3,11656,350873,616000,98.56,5.38,3847,118,FALSE
30,22,0,2,3665,16574,161678,26.83,4.57,1337,13,TRUE
31,31,0,1,5621,33217,290323,52.16,4.74,1024,35,FALSE
38,NA,0,2,4090,66592,217330,31.23,4.18,863,91,FALSE
38,34,0,2,7951,130803,593793,91.89,4.53,1972,77,FALSE
41,NA,1,1,8671,17565,761973,141.08,4.97,1125,17,FALSE
43,42,1,2,14401,569745,1075145,176.34,4.46,3340,271,FALSE
35,35,1,2,11271,154686,611526,85.78,4.91,3234,54,TRUE
23,21,0,2,3929,151981,529135,79.2,4.42,949,243,FALSE
33,27,0,1,3969,101119,229121,31.84,4.5,886,150,FALSE
30,31,1,1,12079,598076,920210,173.69,4.89,3197,354,FALSE
32,NA,0,1,2323,18053,214996,39.14,4.17,264,79,FALSE
39,36,0,2,9683,123758,258741,37,4.67,1646,90,FALSE
33,NA,1,1,6970,118807,586415,80.43,5.09,1544,94,FALSE
31,26,0,2,5310,77685,254284,41.57,4.97,1701,51,TRUE
38,37,0,2,7092,380254,686454,91.09,4.4,1947,345,TRUE
35,34,1,2,5659,246625,471523,71.78,4.56,1503,258,TRUE
29,23,1,3,8038,478668,848629,167.02,4.42,2513,329,TRUE
32,30,0,2,4526,10603,134148,28.88,4.31,1273,9,FALSE
36,32,1,2,10033,222957,628790,92.51,4.76,2115,137,FALSE
30,33,0,0,7675,162282,605958,91.19,4.32,2334,81,FALSE
25,20,1,1,7350,139464,346811,59.95,4.52,1453,120,FALSE
30,26,1,1,6615,125381,254525,62.97,5.54,1459,110,TRUE
38,35,1,3,6069,117559,287233,49.66,5.53,2357,57,TRUE
38,38,1,2,9445,389437,551282,79.23,4.75,2228,299,FALSE
37,37,1,2,9751,290035,410214,52.39,4.74,2842,131,TRUE
31,32,1,2,8631,54084,487324,68.87,4.95,1670,35,FALSE
36,NA,1,0,4649,108152,191466,29.94,4.68,1672,75,FALSE
34,NA,1,2,4385,257642,432698,79.76,4.64,1345,350,FALSE
41,34,1,3,13483,313742,1003494,174.46,4.51,3242,121,FALSE
37,NA,0,2,3114,80721,160630,30.95,4.28,949,102,TRUE
34,33,0,2,6792,117607,341100,45.73,4.73,1236,120,FALSE
26,NA,0,1,2534,43615,149738,26.21,4.51,778,64,TRUE
